date,fighter a,fighter b,result
"August 16, 2025",Michal Oleksiejczuk,Gerald Meerschaert,win
"August 16, 2025",Loopy Godinez,Jessica Andrade,win
"August 16, 2025",Alexander Hernandez,Chase Hooper,win
"August 16, 2025",Drakkar Klose,Edson Barboza,win
"August 16, 2025",Karine Silva,Dione Barbosa,win
"August 16, 2025",Joseph Morales,Alibi Idiris,win
"August 09, 2025",Anthony Hernandez,Roman Dolidze,win
"August 09, 2025",Steve Erceg,Ode Osbourne,win
"August 09, 2025",Iasmin Lucindo,Angela Hill,win
"August 09, 2025",Andre Fili,Christian Rodriguez,win
"August 09, 2025",Jean Matsumoto,Miles Johns,win
"August 09, 2025",Christian Leroy Duncan,Eryk Anders,win
"August 09, 2025",Julius Walker,Rafael Cerqueira,win
"August 09, 2025",Elijah Smith,Toshiomi Kazama,win
"August 09, 2025",Joselyne Edwards,Priscila Cachoeira,win
"August 09, 2025",Uros Medic,Gilbert Urbina,win
"August 09, 2025",Gabriella Fernandes,Julija Stoliarenko,win
"August 09, 2025",Eric McConico,Cody Brundage,win
"August 02, 2025",Tatsuro Taira,HyunSung Park,win
"August 02, 2025",Chris Duncan,Mateusz Rebecki,win
"August 02, 2025",Esteban Ribovics,Elves Brener,win
"August 02, 2025",Karol Rosa,Nora Cornolle,win
"August 02, 2025",Neil Magny,Elizeu Zaleski dos Santos,win
"August 02, 2025",Kevin Vallejos,Danny Silva,win
"August 02, 2025",Rinya Nakamura,Nathan Fletcher,win
"August 02, 2025",Rodolfo Vieira,Tresean Gore,win
"August 02, 2025",Andrey Pulyaev,Nick Klein,win
"August 02, 2025",Austin Bashi,John Yannis,win
"August 02, 2025",Rafael Estevam,Felipe Bunes,win
"August 02, 2025",Piera Rodriguez,Ketlen Souza,win
"July 26, 2025",Reinier de Ridder,Robert Whittaker,win
"July 26, 2025",Petr Yan,Marcus McGhee,win
"July 26, 2025",Shara Magomedov,Marc-Andre Barriault,win
"July 26, 2025",Asu Almabayev,Jose Ochoa,win
"July 26, 2025",Bogdan Guskov,Nikita Krylov,win
"July 26, 2025",Bryce Mitchell,Said Nurmagomedov,win
"July 26, 2025",Muslim Salikhov,Carlos Leal,win
"July 26, 2025",Davey Grant,Da'Mon Blackshear,win
"July 26, 2025",Tabatha Ricci,Amanda Ribas,win
"July 26, 2025",Billy Elekana,Ibo Aslan,win
"July 26, 2025",Steven Nguyen,Mohammad Yahya,win
"July 26, 2025",Martin Buday,Marcus Buchecha,win
"July 19, 2025",Max Holloway,Dustin Poirier,win
"July 19, 2025",Paulo Costa,Roman Kopylov,win
"July 19, 2025",Daniel Rodriguez,Kevin Holland,win
"July 19, 2025",Patricio Pitbull,Dan Ige,win
"July 19, 2025",Michael Johnson,Daniel Zellhuber,win
"July 19, 2025",Vinicius Oliveira,Kyler Phillips,win
"July 19, 2025",Brendan Allen,Marvin Vettori,win
"July 19, 2025",Nikolay Veretennikov,Francisco Prado,win
"July 19, 2025",Ateba Gautier,Robert Valentin,win
"July 19, 2025",Islam Dulatov,Adam Fugitt,win
"July 19, 2025",Jimmy Crute,Marcin Prachnio,win
"July 19, 2025",Ryan Spann,Lukasz Brzeski,win
"July 19, 2025",Brunno Ferreira,Jackson McVey,win
"July 19, 2025",Carli Judice,Nicolle Caliari,win
"July 12, 2025",Derrick Lewis,Tallison Teixeira,win
"July 12, 2025",Gabriel Bonfim,Stephen Thompson,win
"July 12, 2025",Steve Garcia,Calvin Kattar,win
"July 12, 2025",Morgan Charriere,Nate Landwehr,win
"July 12, 2025",Vitor Petrino,Austen Lane,win
"July 12, 2025",Tuco Tokkos,Junior Tafa,win
"July 12, 2025",Chris Curtis,Max Griffin,win
"July 12, 2025",Jake Matthews,Chidi Njokuani,win
"July 12, 2025",Eduarda Moura,Lauren Murphy,win
"July 12, 2025",Valter Walker,Kennedy Nzechukwu,win
"July 12, 2025",Mike Davis,Mitch Ramirez,win
"July 12, 2025",Fatima Kline,Melissa Martinez,win
"June 28, 2025",Ilia Topuria,Charles Oliveira,win
"June 28, 2025",Alexandre Pantoja,Kai Kara-France,win
"June 28, 2025",Joshua Van,Brandon Royval,win
"June 28, 2025",Beneil Dariush,Renato Moicano,win
"June 28, 2025",Payton Talbott,Felipe Lima,win
"June 28, 2025",Gregory Rodrigues,Jack Hermansson,win
"June 28, 2025",Jose Delgado,Hyder Amil,win
"June 28, 2025",Tracy Cortez,Viviane Araujo,win
"June 28, 2025",Terrance McKinney,Viacheslav Borshchev,win
"June 28, 2025",Jacobe Smith,Niko Price,win
"June 28, 2025",Jhonata Diniz,Alvin Hines,win
"June 21, 2025",Khalil Rountree Jr.,Jamahal Hill,win
"June 21, 2025",Rafael Fiziev,Ignacio Bahamondes,win
"June 21, 2025",Curtis Blaydes,Rizvan Kuniev,win
"June 21, 2025",Myktybek Orolbai,Tofiq Musayev,win
"June 21, 2025",Nazim Sadykhov,Nikolas Motta,win
"June 21, 2025",Muhammad Naimov,Bogdan Grad,win
"June 21, 2025",Seokhyeon Ko,Oban Elliott,win
"June 21, 2025",JunYong Park,Ismail Naurdiev,win
"June 21, 2025",Daria Zhelezniakova,Melissa Mullins,win
"June 21, 2025",Klaudia Sygula,Irina Alekseeva,win
"June 21, 2025",Tagir Ulanbekov,Azat Maksum,win
"June 21, 2025",Mohammed Usman,Hamdy Abdelwahab,win
"June 14, 2025",Kamaru Usman,Joaquin Buckley,win
"June 14, 2025",Rose Namajunas,Miranda Maverick,win
"June 14, 2025",Edmen Shahbazyan,Andre Petroski,win
"June 14, 2025",Raoni Barcelos,Cody Garbrandt,win
"June 14, 2025",Mansur Abdul-Malik,Cody Brundage,draw
"June 14, 2025",Alonzo Menifield,Oumar Sy,win
"June 14, 2025",Paul Craig,Rodolfo Bellato,nc
"June 14, 2025",Michael Chiesa,Court McGee,win
"June 14, 2025",Malcolm Wellmaker,Kris Moutinho,win
"June 14, 2025",Jose Ochoa,Cody Durden,win
"June 14, 2025",Ricky Simon,Cameron Smotherman,win
"June 14, 2025",Phil Rowe,Ange Loosa,win
"June 14, 2025",Jamey-Lyn Horth,Vanessa Demopoulos,win
"June 07, 2025",Merab Dvalishvili,Sean O'Malley,win
"June 07, 2025",Kayla Harrison,Julianna Pena,win
"June 07, 2025",Joe Pyfer,Kelvin Gastelum,win
"June 07, 2025",Mario Bautista,Patchy Mix,win
"June 07, 2025",Kevin Holland,Vicente Luque,win
"June 07, 2025",Joshua Van,Bruno Silva,win
"June 07, 2025",Azamat Murzakanov,Brendson Ribeiro,win
"June 07, 2025",Waldo Cortes Acosta,Serghei Spivac,win
"June 07, 2025",Andreas Gustafsson,Khaos Williams,win
"June 07, 2025",Wang Cong,Ariane da Silva,win
"June 07, 2025",JooSang Yoo,Jeka Saragih,win
"June 07, 2025",Quillan Salkilld,Yanal Ashmouz,win
"June 07, 2025",MarQuel Mederos,Mark Choinski,win
"May 31, 2025",Mateusz Gamrot,Ludovit Klein,win
"May 31, 2025",Ramiz Brahimaj,Billy Ray Goff,win
"May 31, 2025",Dustin Jacoby,Bruno Lopes,win
"May 31, 2025",Ketlen Vieira,Macy Chiasson,win
"May 31, 2025",Zach Reese,Dusko Todorovic,win
"May 31, 2025",Allan Nascimento,Jafel Filho,win
"May 31, 2025",Jordan Leavitt,Kurt Holobaugh,win
"May 31, 2025",Bolaji Oki,Michael Aswell Jr.,win
"May 31, 2025",Alice Ardelean,Rayanne dos Santos,win
"May 17, 2025",Michael Morales,Gilbert Burns,win
"May 17, 2025",Mairon Santos,Sodiq Yusuff,win
"May 17, 2025",Nursulton Ruziboev,Dustin Stoltzfus,win
"May 17, 2025",Melquizael Costa,Julian Erosa,win
"May 17, 2025",Gabe Green,Matheus Camilo,win
"May 17, 2025",Jared Gordon,Thiago Moises,win
"May 17, 2025",Yadier del Valle,Connor Matthews,win
"May 17, 2025",Luana Santos,Tainara Lisboa,win
"May 17, 2025",Denise Gomes,Elise Reed,win
"May 17, 2025",HyunSung Park,Carlos Hernandez,win
"May 17, 2025",Tecia Pennington,Luana Pinheiro,win
"May 10, 2025",Jack Della Maddalena,Belal Muhammad,win
"May 10, 2025",Valentina Shevchenko,Manon Fiorot,win
"May 10, 2025",Aiemann Zahabi,Jose Aldo,win
"May 10, 2025",Natalia Silva,Alexa Grasso,win
"May 10, 2025",Benoit Saint Denis,Kyle Prepolec,win
"May 10, 2025",Mike Malott,Charles Radtke,win
"May 10, 2025",Jasmine Jasudavicius,Jessica Andrade,win
"May 10, 2025",Modestas Bukauskas,Ion Cutelaba,win
"May 10, 2025",Navajo Stirling,Ivan Erslan,win
"May 10, 2025",Marc-Andre Barriault,Bruno Silva,win
"May 10, 2025",Daniel Santos,JeongYeong Lee,win
"May 10, 2025",Bekzat Almakhan,Brad Katona,win
"May 03, 2025",Cory Sandhagen,Deiveson Figueiredo,win
"May 03, 2025",Reinier de Ridder,Bo Nickal,win
"May 03, 2025",Daniel Rodriguez,Santiago Ponzinibbio,win
"May 03, 2025",Montel Jackson,Daniel Marcos,win
"May 03, 2025",Serhiy Sidey,Cameron Smotherman,win
"May 03, 2025",Mason Jones,Jeremy Stephens,win
"May 03, 2025",Yana Santos,Miesha Tate,win
"May 03, 2025",Azamat Bekoev,Ryan Loder,win
"May 03, 2025",Gillian Robertson,Marina Rodriguez,win
"May 03, 2025",Quang Le,Gaston Bolanos,win
"May 03, 2025",Thomas Petersen,Don'Tale Mayes,win
"May 03, 2025",Juliana Miller,Ivana Petrovic,win
"April 26, 2025",Ian Machado Garry,Carlos Prates,win
"April 26, 2025",Zhang Mingyang,Anthony Smith,win
"April 26, 2025",David Onama,Giga Chikadze,win
"April 26, 2025",Abus Magomedov,Michel Pereira,win
"April 26, 2025",Randy Brown,Nicolas Dalby,win
"April 26, 2025",Ikram Aliskerov,Andre Muniz,win
"April 26, 2025",Matt Schnell,Jimmy Flick,win
"April 26, 2025",Evan Elder,Gauge Young,win
"April 26, 2025",Chris Gutierrez,John Castaneda,win
"April 26, 2025",Da'Mon Blackshear,Alatengheili,win
"April 26, 2025",Malcolm Wellmaker,Cameron Saaiman,win
"April 26, 2025",Jaqueline Amorim,Polyana Viana,win
"April 26, 2025",Timmy Cuamba,Roberto Romero,win
"April 26, 2025",Joselyne Edwards,Chelsea Chandler,win
"April 12, 2025",Alexander Volkanovski,Diego Lopes,win
"April 12, 2025",Paddy Pimblett,Michael Chandler,win
"April 12, 2025",Yair Rodriguez,Patricio Pitbull,win
"April 12, 2025",Jean Silva,Bryce Mitchell,win
"April 12, 2025",Dominick Reyes,Nikita Krylov,win
"April 12, 2025",Dan Ige,Sean Woodson,win
"April 12, 2025",Virna Jandiroba,Yan Xiaonan,win
"April 12, 2025",Chase Hooper,Jim Miller,win
"April 12, 2025",Julian Erosa,Darren Elkins,win
"April 12, 2025",Michal Oleksiejczuk,Sedriques Dumas,win
"April 12, 2025",Sumudaerji,Mitch Raposo,win
"April 12, 2025",Marco Tulio,Tresean Gore,win
"April 12, 2025",Nora Cornolle,Hailey Cowan,win
"April 05, 2025",Lerone Murphy,Josh Emmett,win
"April 05, 2025",Pat Sabatini,Joanderson Brito,win
"April 05, 2025",ChangHo Lee,Cortavious Romious,win
"April 05, 2025",Brad Tavares,Gerald Meerschaert,win
"April 05, 2025",Ode Osbourne,Luis Gurule,win
"April 05, 2025",Torrez Finney,Robert Valentin,win
"April 05, 2025",Dione Barbosa,Diana Belbita,win
"April 05, 2025",Rhys McKee,Daniel Frunza,win
"April 05, 2025",Loma Lookboonmee,Istela Nunes,win
"April 05, 2025",Victor Henry,Pedro Falcao,win
"April 05, 2025",Martin Buday,Uran Satybaldiev,win
"April 05, 2025",Talita Alencar,Vanessa Demopoulos,win
"March 29, 2025",Brandon Moreno,Steve Erceg,win
"March 29, 2025",Manuel Torres,Drew Dober,win
"March 29, 2025",Edgar Chairez,CJ Vergara,win
"March 29, 2025",Raul Rosas Jr.,Vince Morales,win
"March 29, 2025",David Martinez,Saimon Oliveira,win
"March 29, 2025",Kevin Borjas,Ronaldo Rodriguez,win
"March 29, 2025",Ateba Gautier,Jose Daniel Medina,win
"March 29, 2025",Melquizael Costa,Christian Rodriguez,win
"March 29, 2025",Loopy Godinez,Julia Polastri,win
"March 29, 2025",Rafa Garcia,Vinc Pichel,win
"March 29, 2025",Jamall Emmers,Gabriel Miranda,win
"March 29, 2025",MarQuel Mederos,Austin Hubbard,win
"March 22, 2025",Sean Brady,Leon Edwards,win
"March 22, 2025",Carlos Ulberg,Jan Blachowicz,win
"March 22, 2025",Kevin Holland,Gunnar Nelson,win
"March 22, 2025",Alexia Thainara,Molly McCann,win
"March 22, 2025",Chris Duncan,Jordan Vucenic,win
"March 22, 2025",Nathaniel Wood,Morgan Charriere,win
"March 22, 2025",Chris Padilla,Jai Herbert,win
"March 22, 2025",Lone'er Kavanagh,Felipe dos Santos,win
"March 22, 2025",Marcin Tybura,Mick Parkin,win
"March 22, 2025",Christian Leroy Duncan,Andrey Pulyaev,win
"March 22, 2025",Shauna Bannon,Puja Tomar,win
"March 22, 2025",Caolan Loughran,Nathan Fletcher,win
"March 22, 2025",Kaue Fernandes,Guram Kutateladze,win
"March 15, 2025",Roman Dolidze,Marvin Vettori,win
"March 15, 2025",Chidi Njokuani,Elizeu Zaleski dos Santos,win
"March 15, 2025",Alexander Hernandez,Kurt Holobaugh,win
"March 15, 2025",Da'Mon Blackshear,Cody Gibson,win
"March 15, 2025",Brendson Ribeiro,Diyar Nurgozhay,win
"March 15, 2025",Kevin Vallejos,SeungWoo Choi,win
"March 15, 2025",Waldo Cortes Acosta,Ryan Spann,win
"March 15, 2025",SuYoung You,AJ Cunningham,win
"March 15, 2025",Carlos Vera,Josias Musasa,win
"March 15, 2025",Sam Hughes,Stephanie Luciano,win
"March 15, 2025",Andre Lima,Daniel Barez,win
"March 15, 2025",Priscila Cachoeira,Josiane Nunes,win
"March 15, 2025",Carli Judice,Yuneisy Duben,win
"March 08, 2025",Magomed Ankalaev,Alex Pereira,win
"March 08, 2025",Justin Gaethje,Rafael Fiziev,win
"March 08, 2025",Ignacio Bahamondes,Jalin Turner,win
"March 08, 2025",Amanda Lemos,Iasmin Lucindo,win
"March 08, 2025",Mauricio Ruffy,King Green,win
"March 08, 2025",Joshua Van,Rei Tsuruya,win
"March 08, 2025",Brunno Ferreira,Armen Petrosyan,win
"March 08, 2025",Carlos Leal,Alex Morono,win
"March 08, 2025",Mairon Santos,Francis Marshall,win
"March 08, 2025",Ozzy Diaz,Djorden Santos,win
"March 01, 2025",Manel Kape,Asu Almabayev,win
"March 01, 2025",Cody Brundage,Julian Marquez,win
"March 01, 2025",Nasrat Haqparast,Esteban Ribovics,win
"March 01, 2025",Hyder Amil,William Gomis,win
"March 01, 2025",Sam Patterson,Danny Barlow,win
"March 01, 2025",Mario Pinto,Austen Lane,win
"March 01, 2025",Chepe Mariscal,Ricardo Ramos,win
"March 01, 2025",Danny Silva,Lucas Almeida,win
"March 01, 2025",JJ Aldrich,Andrea Lee,win
"March 01, 2025",Ramazan Temirov,Charles Johnson,win
"February 22, 2025",Song Yadong,Henry Cejudo,win
"February 22, 2025",Anthony Hernandez,Brendan Allen,win
"February 22, 2025",Rob Font,Jean Matsumoto,win
"February 22, 2025",Jean Silva,Melsik Baghdasaryan,win
"February 22, 2025",Alonzo Menifield,Julius Walker,win
"February 22, 2025",Ion Cutelaba,Ibo Aslan,win
"February 22, 2025",Melquizael Costa,Andre Fili,win
"February 22, 2025",Mansur Abdul-Malik,Nick Klein,win
"February 22, 2025",Ricky Simon,Javid Basharat,win
"February 22, 2025",Austin Vanderford,Nikolay Veretennikov,win
"February 22, 2025",Nursulton Ruziboev,Eric McConico,win
"February 22, 2025",Modestas Bukauskas,Rafael Cerqueira,win
"February 15, 2025",Jared Cannonier,Gregory Rodrigues,win
"February 15, 2025",Youssef Zalal,Calvin Kattar,win
"February 15, 2025",Edmen Shahbazyan,Dylan Budka,win
"February 15, 2025",Nazim Sadykhov,Ismael Bonfim,win
"February 15, 2025",Andre Petroski,Rodolfo Vieira,win
"February 15, 2025",Jose Delgado,Connor Matthews,win
"February 15, 2025",Angela Hill,Ketlen Souza,win
"February 15, 2025",Rafael Estevam,Jesus Aguilar,win
"February 15, 2025",Gabriel Bonfim,Khaos Williams,win
"February 15, 2025",Elijah Smith,Vince Morales,win
"February 15, 2025",Valter Walker,Don'Tale Mayes,win
"February 15, 2025",Jacqueline Cavalcanti,Julia Avila,win
"February 08, 2025",Dricus Du Plessis,Sean Strickland,win
"February 08, 2025",Zhang Weili,Tatiana Suarez,win
"February 08, 2025",Tallison Teixeira,Justin Tafa,win
"February 08, 2025",Jimmy Crute,Rodolfo Bellato,draw
"February 08, 2025",Jake Matthews,Francisco Prado,win
"February 08, 2025",Gabriel Santos,Jack Jenkins,win
"February 08, 2025",Tom Nolan,Viacheslav Borshchev,win
"February 08, 2025",Wang Cong,Bruna Brasil,win
"February 08, 2025",Aleksandre Topuria,Colby Thicknesse,win
"February 08, 2025",Rongzhu,Kody Steele,win
"February 08, 2025",Jonathan Micallef,Kevin Jousset,win
"February 08, 2025",Quillan Salkilld,Anshul Jubli,win
"February 01, 2025",Nassourdine Imavov,Israel Adesanya,win
"February 01, 2025",Michael Page,Shara Magomedov,win
"February 01, 2025",Sergei Pavlovich,Jairzinho Rozenstruik,win
"February 01, 2025",Vinicius Oliveira,Said Nurmagomedov,win
"February 01, 2025",Fares Ziam,Mike Davis,win
"February 01, 2025",Muhammad Naimov,Kaan Ofli,win
"February 01, 2025",Shamil Gaziev,Thomas Petersen,win
"February 01, 2025",Terrance McKinney,Damir Hadzovic,win
"February 01, 2025",Jasmine Jasudavicius,Mayra Bueno Silva,win
"February 01, 2025",Bogdan Grad,Lucas Alexander,win
"February 01, 2025",Hamdy Abdelwahab,Jamal Pogues,win
"January 18, 2025",Islam Makhachev,Renato Moicano,win
"January 18, 2025",Merab Dvalishvili,Umar Nurmagomedov,win
"January 18, 2025",Jiri Prochazka,Jamahal Hill,win
"January 18, 2025",Jailton Almeida,Serghei Spivac,win
"January 18, 2025",Reinier de Ridder,Kevin Holland,win
"January 18, 2025",Raoni Barcelos,Payton Talbott,win
"January 18, 2025",Azamat Bekoev,Zach Reese,win
"January 18, 2025",Bogdan Guskov,Billy Elekana,win
"January 18, 2025",Grant Dawson,Diego Ferreira,win
"January 18, 2025",Ailin Perez,Karol Rosa,win
"January 18, 2025",Muin Gafurov,Rinya Nakamura,win
"January 18, 2025",Benardo Sopaj,Ricky Turcios,win
"January 18, 2025",Tagir Ulanbekov,Clayton Carpenter,win
"January 11, 2025",Mackenzie Dern,Amanda Ribas,win
"January 11, 2025",Santiago Ponzinibbio,Carlston Harris,win
"January 11, 2025",Cesar Almeida,Abdul Razak Alhassan,win
"January 11, 2025",Roman Kopylov,Chris Curtis,win
"January 11, 2025",Christian Rodriguez,Austin Bashi,win
"January 11, 2025",Punahele Soriano,Uros Medic,win
"January 11, 2025",Felipe Bunes,Jose Johnson,win
"January 11, 2025",Marco Tulio,Ihor Potieria,win
"January 11, 2025",Thiago Moises,Trey Ogden,win
"January 11, 2025",Jacobe Smith,Preston Parsons,win
"January 11, 2025",Ernesta Kareckaite,Nicolle Caliari,win
"January 11, 2025",Bruno Lopes,Magomed Gadzhiyasulov,win
"January 11, 2025",Fatima Kline,Viktoriia Dudakova,win
"January 11, 2025",Nurullo Aliev,Joe Solecki,win
"December 14, 2024",Joaquin Buckley,Colby Covington,win
"December 14, 2024",Cub Swanson,Billy Quarantillo,win
"December 14, 2024",Manel Kape,Bruno Silva,win
"December 14, 2024",Dustin Jacoby,Vitor Petrino,win
"December 14, 2024",Daniel Marcos,Adrian Yanez,win
"December 14, 2024",Navajo Stirling,Tuco Tokkos,win
"December 14, 2024",Michael Johnson,Ottman Azaitar,win
"December 14, 2024",Joel Alvarez,Drakkar Klose,win
"December 14, 2024",Sean Woodson,Fernando Padilla,win
"December 14, 2024",Felipe Lima,Miles Johns,win
"December 14, 2024",Miranda Maverick,Jamey-Lyn Horth,win
"December 14, 2024",Davey Grant,Ramon Taveras,win
"December 14, 2024",Piera Rodriguez,Josefine Knutsson,win
"December 07, 2024",Alexandre Pantoja,Kai Asakura,win
"December 07, 2024",Shavkat Rakhmonov,Ian Machado Garry,win
"December 07, 2024",Ciryl Gane,Alexander Volkov,win
"December 07, 2024",Bryce Mitchell,Kron Gracie,win
"December 07, 2024",Dooho Choi,Nate Landwehr,win
"December 07, 2024",Dominick Reyes,Anthony Smith,win
"December 07, 2024",Vicente Luque,Themba Gorimbo,win
"December 07, 2024",Movsar Evloev,Aljamain Sterling,win
"December 07, 2024",Bryan Battle,Randy Brown,win
"December 07, 2024",Eryk Anders,Chris Weidman,win
"December 07, 2024",Joshua Van,Cody Durden,win
"December 07, 2024",Michael Chiesa,Max Griffin,win
"December 07, 2024",Chase Hooper,Clay Guida,win
"December 07, 2024",Kennedy Nzechukwu,Lukasz Brzeski,win
"November 23, 2024",Petr Yan,Deiveson Figueiredo,win
"November 23, 2024",Yan Xiaonan,Tabatha Ricci,win
"November 23, 2024",Muslim Salikhov,Song Kenan,win
"November 23, 2024",Gabriella Fernandes,Wang Cong,win
"November 23, 2024",Carlos Ulberg,Volkan Oezdemir,win
"November 23, 2024",Zhang Mingyang,Ozzy Diaz,win
"November 23, 2024",SuYoung You,Baergeng Jieleyisi,win
"November 23, 2024",DongHun Choi,Kiru Sahota,win
"November 23, 2024",Shi Ming,Feng Xiaocan,win
"November 23, 2024",Carlos Hernandez,Nyamjargal Tumendemberel,win
"November 23, 2024",Lone'er Kavanagh,Jose Ochoa,win
"November 23, 2024",Xiao Long,Quang Le,win
"November 23, 2024",Nikolas Motta,Maheshate,win
"November 16, 2024",Jon Jones,Stipe Miocic,win
"November 16, 2024",Charles Oliveira,Michael Chandler,win
"November 16, 2024",Bo Nickal,Paul Craig,win
"November 16, 2024",Viviane Araujo,Karine Silva,win
"November 16, 2024",Mauricio Ruffy,James Llontop,win
"November 16, 2024",Marcus McGhee,Jonathan Martinez,win
"November 16, 2024",Jim Miller,Damon Jackson,win
"November 16, 2024",David Onama,Roberto Romero,win
"November 16, 2024",Marcin Tybura,Jhonata Diniz,win
"November 16, 2024",Ramiz Brahimaj,Mickey Gall,win
"November 16, 2024",Oban Elliott,Bassil Hafez,win
"November 16, 2024",Eduarda Moura,Veronica Hardy,win
"November 09, 2024",Carlos Prates,Neil Magny,win
"November 09, 2024",Reinier de Ridder,Gerald Meerschaert,win
"November 09, 2024",Gaston Bolanos,Cortavious Romious,win
"November 09, 2024",Gillian Robertson,Luana Pinheiro,win
"November 09, 2024",Mansur Abdul-Malik,Dusko Todorovic,win
"November 09, 2024",Denise Gomes,Karolina Kowalkiewicz,win
"November 09, 2024",Elizeu Zaleski dos Santos,Zachary Scroggin,win
"November 09, 2024",Charles Radtke,Matthew Semelsberger,win
"November 09, 2024",Da'Mon Blackshear,Cody Stamann,win
"November 09, 2024",Tresean Gore,Antonio Trocoli,win
"November 09, 2024",Melissa Mullins,Klaudia Sygula,win
"November 02, 2024",Brandon Moreno,Amir Albazi,win
"November 02, 2024",Erin Blanchfield,Rose Namajunas,win
"November 02, 2024",Brendson Ribeiro,Caio Machado,win
"November 02, 2024",Jasmine Jasudavicius,Ariane da Silva,win
"November 02, 2024",Dustin Stoltzfus,Marc-Andre Barriault,win
"November 02, 2024",Mike Malott,Trevin Giles,win
"November 02, 2024",Aiemann Zahabi,Pedro Munhoz,win
"November 02, 2024",Charles Jourdain,Victor Henry,win
"November 02, 2024",Youssef Zalal,Jack Shore,win
